Gene_Human		d3	d6	d10
C16orf46	10.13493988	11.84596586	10.35723868	4.081461365
C16orf70	1.726230867	9.050411625	10.19699015	8.195894332
C16orf71	0	6.428155114	39.44635777	38.5064429
C16orf86	0	0	11.95402599	9.842855272
C16orf90	0	34.21437399	86.07681192	90.67163015
C17orf107	0	5.462552414	17.3649564	5.691866874
C17orf49	0	17.52415666	42.00131353	20.5622438
C17orf58	52.30310718	0	6.764801997	3.961820538
C17orf80	0	3.617690107	6.826802342	8.864051109
C18orf21	82.23342342	8.09401588	20.70318164	18.64214061
C19orf44	0	12.98371173	42.31002129	22.93878606
C19orf54	0	14.93709931	19.68652251	5.960749675
C19orf67	0	10.67837301	28.67697581	11.31114903
C19orf70	0	0	15.96572091	4.866680784
C19orf71	0	0	65.81961782	21.89112566
C1GALT1C1	5.904604792	31.39503525	12.50855133	31.99828899
C1orf105	26.56877684	3.504652058	2.418288276	6.347503103
C1orf112	216.2968472	103.618675	133.4051838	48.54115372
C1orf123	25.94168579	42.1946665	41.02062807	26.19254508
C1orf146	291.2303182	20.04302837	29.68120955	7.90970984
C1orf167	0	31.41545482	115.4248054	51.53831728
C1orf194	0	20.93550843	22.32450991	19.61841689
C1orf35	0	6.355974231	33.35377943	13.42418752
C1orf53	22.66671482	4.55158781	7.348430862	2.788070964
C1orf56	3894.820749	4094.516543	3585.784958	1704.164002
C1orf74	0	97.91792226	103.6306506	83.35958118
C1QBP	104.3419193	174.2108539	82.44226899	80.67309692
C1QL3	50.38488129	16.37828483	18.88065307	7.436981971
C1QTNF5	0	11.02784704	23.01960206	10.13264648
C20orf173	0	65.3081526	68.57313639	48.79385732
C20orf204	0	0	6.648171454	0
C20orf27	0	5.977495506	11.26948699	0
C22orf15	3.355357295	67.27530994	111.9228152	96.19475205
C22orf23	14.7218081	29.54108515	58.20646577	27.82990628
C22orf39	2.252882755	15.99174123	24.75229	23.83732179
C2orf15	23.53048605	3.999360502	3.043396226	2.44980463
C2orf40	168.1135749	88.13983588	140.9723677	104.3772439
C2orf68	28.99321836	28.42350674	24.57836709	25.71977221
C2orf69	212.7970219	42.92953024	44.41659071	20.12925802
C2orf88	20.39304744	0	8.29654975	45.15126033
C3orf49	25.72164916	0	23.88812614	3.208699241
C3orf84	0	9.261028287	6.716233422	0
C4orf3	11.04659373	0	2.483790362	20.45295607
C4orf45	5.917948531	0	12.53681924	0
C4orf51	126.6218775	29.56012935	22.18805775	16.16486041
C5orf34	39.47270789	20.89646408	25.55089246	15.31494099
C5orf58	1643.805607	346.8536902	734.1746927	277.656149
C6orf120	20.39304744	19.06871449	41.26640475	22.57563017
C6orf136	0	37.3539856	26.62563805	20.01315365
C6orf201	152.6055051	266.7867842	205.4504511	129.2765677
C6orf48	0	0	0	0
C6orf62	16.13030037	10.93962397	8.58459142	10.03484653
C7orf43	0	7.181361242	21.00088119	7.734476953
C7orf55-LUC7L2	0	4.107049734	2.606380634	10.49012825
C9orf131	27.35831336	57.74078034	139.9400056	47.47211951
C9orf66	0	33.37831061	491.9119856	169.7099191
C9orf78	0	14.80457005	10.2190884	19.42619189
C9orf84	35.66719228	5.284804454	24.21486711	3.21536593
CA14	6.500684051	30.74063691	40.89258799	13.95525297
CA6	0	6.778820903	7.864823354	9.496272865
CA9	0	5.643979787	9.175943674	4.031835169
CAAP1	9.878750928	2.903247582	5.416452458	6.131827873
CAB39	2.549184014	1.558626883	0.585208506	26.15997559
CABP4	0	6.018795929	6.727056574	10.24870979
CABP7	7.573836862	27.80852313	132.1874608	91.7898563
CABYR	0	11.26705639	8.509962789	3.429223914
CACFD1	0	6.879640686	19.55913841	16.13619196
CACNA1A	0	1.858475458	14.01538396	3.788371908
CACNA1D	12.22709936	5.424511341	4.125435754	0.730289087
CACNA2D2	1.875542387	13.56954762	20.61134041	18.68914895
CACNB2	30.98199173	5.799124587	8.191998443	5.853437182
CACYBP	47.18039883	49.36885011	57.88644944	39.40194157
CADM4	0	18.46768643	36.08677141	26.74875093
CALB1	116.950512	26.67212129	34.38778846	9.661522449
CALM1	5.276853552	1.490368516	0	23.29399851
CALM2	39.9152607	29.18577382	0	22.02510488
CALM3	0	4.994806525	0	18.0928374
CALML4	0	0	13.87830513	8.127858629
CALR	6.086215194	89.028283	37.47959627	87.61198712
CAMK1	0	56.19749979	93.545598	56.35171873
CAMK2A	2.885110361	5.040252718	7.329464875	8.561834791
CAMK4	3.300179238	4.010002245	3.011224106	8.007010811
CAMP	0	14.04008303	0	7.436033161
CAMSAP2	14.71979364	3.823301152	2.249282535	3.621153711
CANX	3.402893961	12.48362294	3.21428388	22.67404181
CAP1	32.34349215	71.16021735	80.70400781	67.42410229
CAPG	0	21.55371228	9.011756828	32.63336534
CAPN12	1.660441119	26.106934	38.12180352	19.21730575
CAPN2	8.733418117	8.723128512	10.17017361	18.48008241
CAPN3	3.871338129	24.00782415	39.52030589	17.40763173
CAPN7	46.51696594	16.33757481	18.63247936	10.21205068
CAPNS1	0	0	0	20.27582585
CAPS	0	0	0	5.134192386
CAPZA1	5.167012884	35.6031752	28.6816229	23.34102049
CAPZA2	2.894626743	0	0	19.22655935
CARD19	0	5.066778314	9.735255671	6.744759106
CARD8	0	31.42422496	20.42127275	15.04202248
CARHSP1	0	10.19851532	11.62507	10.86079159
CARM1	7.263753922	115.076188	174.1735987	106.8958272
CARMIL1	18.44628857	12.93280134	9.915732599	8.81394538
CARMIL2	0	3.985333653	9.785182776	8.159130725
CARNS1	0	7.440801103	20.76265605	13.7930205
CARS2	5.025745209	17.83723913	38.8934304	40.82354784
CASC1	138.0639749	33.66476626	31.77070331	12.13018934
CASP1	0	9.491501087	0	4.353246371
CASP1	0	7.767225027	0	10.93655423
CASP10	2.952302396	3.587301895	2.339519469	7.999572247
CASP6	574.1046842	285.5226032	372.3157944	179.2690256
CASP8	1.7222573	7.223662972	0.78573046	17.10432486
CAST	696.1910738	126.0548533	115.7634221	57.07653421
CATIP	0	94.3794808	176.1227139	73.49512845
CAVIN2	1.606221964	2.850379802	2.018430206	50.16806704
CBLB	8.505844452	20.1258089	22.54194717	13.84595604
CBLL1	0	9.864591495	5.761372083	6.944863798
CBLN3	0	20.4379721	102.5544498	73.87030959
CBR3	3.546616946	8.408030274	4.877520281	10.18413237
CBX1	13.90874362	33.89993688	29.2933701	35.04010164
CBX3	0	0	4.424826534	0
CBX4	0	0	5.121154163	9.9050058
CBY3	0	34.91837346	94.33154488	97.33361568
CC2D1B	3.119114518	8.173582703	9.483033266	9.94589661
CC2D2A	200.321831	55.95710105	130.3768378	24.6620595
CCAR1	3.484928012	3.107968334	1.409882227	10.03864477
CCAR2	2.743141547	74.58518601	120.7023096	50.53560439
CCDC106	0	4.747387962	16.49010954	9.275025514
CCDC107	0	11.88575361	9.93091863	16.35408772
CCDC117	21.28962475	14.1516658	17.32570848	5.09361983
CCDC12	0	14.84402786	17.16134241	20.17233997
CCDC121	78.4506547	20.1064233	26.42377717	7.181615424
CCDC142	0	5.720335787	16.74733607	6.705530806
CCDC146	12.58608459	3.188435798	5.94796147	3.906146884
CCDC152	3470.719206	5189.95404	3026.337937	801.0309912
CCDC157	0	5.478821115	18.31396083	11.66058835
CCDC159	3.817335605	20.19365282	22.59672261	16.38962411
CCDC167	0	70.52057495	161.8827433	33.994452
CCDC17	0	7.16214762	12.11517159	3.191912093
CCDC173	233.0524548	38.68365655	58.02672917	24.41896215
CCDC175	56.02563693	10.58044535	11.3828795	2.24148368
CCDC181	4.421478792	5.512461505	4.109859137	2.821400788
CCDC182	0	0	14.15522482	0
CCDC183	0	4.950504522	18.76297161	16.4749464
CCDC189	0	8.994637038	10.25809466	4.20011724
CCDC192	3.003087414	3.64901007	8.848995155	3.728085716
CCDC196	75.82255825	42.19816512	57.50813123	32.54660926
CCDC200	0	95.23334869	196.0349221	62.63758659
CCDC22	0	5.973272473	10.21848812	6.029216076
CCDC27	0	8.567534749	18.03628602	12.29956766
CCDC28B	0	6.438206066	20.83734982	15.24450525
CCDC36	30.01927448	27.14867826	33.39474067	11.6924068
CCDC38	57.94781082	18.81555383	20.39407477	12.77927712
CCDC39	564.9259135	67.19800348	94.62403106	60.01992025
CCDC51	0	97.74818372	169.295345	112.706938
CCDC65	2.949873261	31.96320222	25.46288925	14.98724866
CCDC66	476.0316479	91.41263389	90.493302	57.54024374
CCDC68	14.39336159	3.773129354	2.990614463	0
CCDC69	3.378958081	17.70899604	10.59684402	30.08212224
CCDC73	113.4465154	21.9199469	23.73369545	11.21911789
CCDC78	0	7.324827975	44.91594526	58.53554524
CCDC80	14.3143984	10.70785235	12.1889104	3.636316364
CCDC82	9.541462911	2.69484377	3.373047995	6.883105535
CCDC84	103.8524002	94.07056264	88.86095348	52.8600121
CCDC85C	3.074890962	7.365594401	17.90374312	7.195122513
CCDC86	2.622611837	6.282204899	11.71156455	3.209171514
CCDC88A	38.32872831	9.569734681	11.3070242	5.944854342
CCDC90B	40.30798688	15.1791856	8.793759357	15.5081252
CCDC97	1.45214856	10.09590659	39.26807507	9.986517341
CCL11	0	2.300749661	22.21828401	12.25078444
CCL14	0	0	19.42918455	9.604781675
CCL27	0	4.539139488	7.848982855	5.320900871
CCL3	56.86628068	69.14855227	69.68632341	21.36345683
CCL3L1	0	16.42996617	31.27795688	36.45188226
CCL3L1	0	11.94725816	32.37575598	5.479571434
CCL5	0	12.61643519	11.03439014	26.64664544
CCNA2	448.2533561	140.3977378	90.29308207	60.22398563
CCNB1	14.88350583	0	16.25710309	4.643574865
CCNB2	10.37100504	6.905857367	17.4283413	9.233078182
CCNC	11.71214897	4.035113721	0	1.032630615
CCND1	15.99013571	19.52021489	21.99848319	31.10652518
CCND3	2.720332405	15.26203735	20.47888218	24.10122786
CCNDBP1	3.638908093	6.80519179	0	5.224573485
CCNE2	814.5996851	172.2164041	189.0223457	72.47411832
CCNF	0	4.414247558	7.343135506	4.549304912
CCNG1	195.5857024	33.69196181	27.41310069	30.5108508
CCNH	625.3467415	183.177648	185.0305024	96.16375148
CCNI	81.08951408	41.24234769	43.28748865	25.64805321
CCNI2	13.55249782	48.10015915	72.81587167	47.48780858
CCNL1	60.16804703	74.69854859	72.36896326	68.20540526
CCNL2	0	5.244310368	1.356846296	7.980751092
CCPG1	229.4738164	60.70615946	61.12208199	38.44240983
CCR5	22.11399078	10.14073337	6.165494832	4.976665253
CCR7	0	0	7.069770542	11.12755556
CCSAP	114.2106794	14.5944057	27.75338447	14.04824128
CCT3	2.379588095	6.366574364	1.795549175	26.99004629
CCT5	8.335359868	7.38657726	6.486727386	17.97648263
CCT7	0	2.82838825	5.492323606	6.631024908
CCT8	115.2894222	36.93064821	35.31448649	32.94247469
CD14	23.92231328	55.75296604	51.45377622	29.66479343
CD151	0	25.62293971	40.18459882	42.01916809
CD160	240.6662893	193.8278744	237.6953651	125.7944431
CD163	2.557326371	14.07244768	4.974851773	9.366432056
CD164	6.260278742	4.101236564	3.535799597	13.40573503
CD180	1.6349856	20.00811079	17.14228706	3.992185409
CD1A	102.6309778	42.16230932	85.24789045	50.86358296
CD1C	5.559379389	6.835847933	2.982993537	11.229329
CD2	13.61900907	8.071709063	3.791138473	14.73289989
CD244	72.22719073	88.25374363	94.64568268	43.11704253
CD247	0	42.19302465	19.14021932	64.17740483
CD27	0	9.365524007	18.05812761	14.63802408
CD300E	0	96.33443111	114.3721216	53.64506178
CD302	2351.681731	472.0072413	430.154087	221.5877688
CD37	4.128524928	21.33562461	45.83413968	55.57078195
CD38	0	11.44581576	98.38921326	85.94235448
CD3D	0	25.79948742	20.97119017	31.96225488
CD3E	0	3.859304128	4.438701599	8.929814586
CD3EAP	0	189.2585628	197.631306	145.9713823
CD3G	9.737322673	0	0	22.4780691
CD40LG	5.861645334	19.86641071	27.3742711	13.53128301
CD44	1.70138059	2.957166365	4.919610436	15.92465156
CD46	157.5187113	61.89443783	80.4453166	28.99461206
CD48	10.5477153	13.74972291	6.491031132	42.04177388
CD52	21.50015712	26.571943	14.72580873	260.5675787
CD53	2.466426144	10.41097588	10.97107646	18.48847817
CD6	0	5.799398751	6.356621658	6.43333645
CD63	0	33.58265657	29.26788942	17.73213133
CD68	0	146.9178645	229.9083771	122.3800272
CD72	0	28.59075592	41.4479028	36.425157
CD74	20.40956944	58.85621192	72.90625666	325.8922359
CD79B	0	6.835524772	10.53659592	37.73926604
CD80	65.79127783	31.35776422	43.27718165	20.32949759
CD84	16.42916924	12.48601603	7.309571062	12.33793711
CD8A	4.829932288	7.85017298	9.645742595	11.67042859
CD93	3.938571394	16.37130927	9.443236615	3.769877327
CD99	5.351320477	0	0	26.01273503
CDC123	7.350685435	36.5323312	45.21131369	16.27479722
CDC20	38.5726515	576.9399819	804.8747598	456.6289653
CDC20B	22.90436052	10.61527177	8.309674544	2.152837977
CDC25B	0	4.892837381	10.4536664	8.976336358
CDC26	115.9996556	49.3323532	91.6406291	33.04497462
CDC37	0	25.2121206	14.09004144	23.36786668
CDC37L1	99.73980786	11.81983433	14.62162182	10.60850828
CDC42	63.24498984	44.19356641	20.36323437	25.90244105
CDC42BPA	9.689887974	3.927586595	3.363568412	2.080163208
CDC42BPB	1.567045819	31.96116463	53.22191799	35.97105472
CDC42EP3	0	13.87490559	20.75755625	6.501004812
CDC42SE1	35.80096986	19.8995421	21.27244512	30.49616083
CDC42SE2	226.8534613	86.28671331	102.3629853	57.04447566
CDC7	17.43975593	3.400489024	1.479508562	3.480892303
CDH11	4.035706807	7.01445432	7.074701396	2.266414407
CDH23	1.921386329	13.01192762	24.5518992	7.728151217
CDHR5	0	2.253567468	53.20930416	7.194409713
CDIP1	16.08865738	59.34814353	136.494579	79.89899701
CDK10	0	2.844132576	10.54072254	6.809821091
CDK11B	0	8.082819936	5.844359341	13.68596377
CDK13	5.615678683	6.307355933	10.07180333	7.992901706
CDK17	45.37692593	11.8754786	10.79427165	8.805434658
CDK2AP1	92.24672886	22.0967832	30.20152877	22.57563017
CDK4	38.1901096	37.23247305	35.51858139	35.2638996
CDKL1	48.98296666	27.68948549	18.90794959	12.8912874
CDKN1B	19.58659828	13.98195698	13.10757214	13.10232622
CDKN2A	15.37486299	6.074911926	24.83842414	7.594432977
CDKN2AIPNL	87.46958333	46.9019313	65.68691374	19.73156235
CDKN2D	0	8.764907327	10.80051836	15.62481824
CDKN3	54.51976267	6.060831964	26.33761507	4.505155926
CDT1	0	0	18.138208	10.3873634
CDV3	6.938878885	12.31364074	10.58635369	48.72088927
CEACAM18	0	11.01969448	24.57301151	11.00184083
CEBPA	0	0	13.52960399	9.416484203
CEBPB	0	11.23206643	102.2374734	31.37562014
CEBPD	0	0	50.48501325	58.38696229
CEBPG	0	20.38682242	5.274627656	9.350350373
CEBPZ	460.3548896	122.9619877	96.61331211	63.54879895
CEBPZOS	21.41629286	0	0	0
CEBPZOS	2580.175172	519.7990321	555.9850627	225.1273888
CELA1	0	0	9.119871481	0
CELA2B	0	15.4480725	8.883646097	9.144559055
CEMP1	0	88.38713281	507.6316902	270.907562
CENPBD1	0	0	7.885273186	5.644217941
CENPN	10.76377293	10.1410536	26.97240411	25.34149646
CENPO	0	7.451546505	32.4008649	42.14635541
CENPP	5.706314873	10.1263493	9.790701967	4.644417455
CENPS-CORT	29.63766693	11.5470769	11.74724361	12.54819684
CENPU	214.1315465	31.21458522	39.34427081	25.97001054
CENPV	0	80.81109286	52.85713446	57.88989999
CEP250	1.288636663	9.147188865	11.84078656	8.784970389
CEP290	201.9263678	21.91722216	19.20234763	13.82850874
CEP295	368.586831	62.92957726	51.49597234	34.92808216
CEP57	107.5990975	18.53195563	20.02553763	19.73539298
CEP68	389.766754	138.7925052	188.8949622	60.58345484
CEP70	25.01999598	21.18153183	8.961361225	3.678453166
CEP83	156.2374999	41.39124039	42.58028851	13.49394577
CEP85	5.067340958	37.46528486	58.90516449	25.42323328
CEP95	513.0861148	1420.411696	1054.036855	582.6556777
CEPT1	897.6909337	191.8961124	218.0623688	136.1557708
CERK	2.494151502	8.453230324	14.06201508	13.12816517
CERKL	4674.225649	1145.745739	1032.249604	445.6005626
CERS2	8.892047937	68.29793609	96.26012383	67.02562214
CETP	9.825508427	122.2909497	325.0501091	64.65710138
CFAP126	287.9018462	238.8869778	360.2369288	207.6327803
CFAP157	0	40.57697208	85.21594193	31.59540151
CFAP36	39.65232524	33.52347794	28.82241275	15.2822128
CFAP410	0	26.28485603	78.64693195	38.14235677
CFAP73	0	0	23.59551788	19.57351534
CFB	3.619025844	20.29856233	32.17006704	13.6827147
CFD	0	4.864295637	7.352183415	37.51734915
CFDP1	0	10.37306204	5.035749027	24.31916225
CFLAR	6.268087153	31.15190248	49.73427397	30.51337658
CGAS	0	2.870281983	24.75824611	5.116726579
CGREF1	22.72558587	35.287453	41.70195787	23.12068078
CHAC2	216.5835675	40.50539718	37.27188591	14.81959186
CHAD	2.629209061	118.8267411	173.1688051	84.86260978
CHCHD5	0	0	9.045247394	6.878656543
CHD3	0	1.726498525	3.819640098	10.26676879
CHD4	3.628790647	18.66224514	17.85719004	18.97367205
CHD6	0	6.502595602	10.25947542	9.264263931
CHEK1	3.867674758	6.722398135	6.788587808	5.319648705
CHERP	1.234968952	6.608304762	21.88168607	15.42900211
CHMP2A	0	20.37526221	19.05895452	30.29080292
CHPT1	76.53841339	8.419762015	12.38355475	14.95235298
CHRM5	0	16.5952201	22.23171907	3.110236824
CHRNA3	4.493647791	4.060559592	6.05142305	3.584315908
CHRNB1	2.409332946	22.11313078	26.98391906	13.01305803
CHRNB2	4.600278617	109.9189454	232.3368395	46.70689247
CHRND	10.93664228	11.54110363	21.45405115	10.90522031
CHRNE	0	11.48195501	6.961049865	20.18918274
CHRNG	1.917523642	20.52129423	43.31848897	32.10590883
CHST11	0	13.14796802	18.15118534	13.40060544
CHURC1-FNTB	0.723011509	8.665915994	14.12554083	10.150909
CIAO2A	117.210792	98.9511671	162.5666374	28.61965351
CIAO2B	0	0	74.78639898	55.63897836
CIB1	0	83.8773926	123.9558771	64.3095088
CIB3	0	22.56692753	30.87120107	0
CIDEB	0	374.4402119	576.220836	241.1281785
CINP	0	0	4.599434703	9.573183216
CIPC	29.256219	22.03461956	29.66641624	14.59850527
CIR1	0	12.37662056	11.86407381	39.78614945
CIRBP	0	21.03064627	61.47264393	36.15727395
CISH	0	3.519250096	12.71990591	5.403692153
CITED2	0	0	8.564180387	16.95488789
CKMT2	25.7999234	23.51184814	54.59914979	26.21534698
CKS2	40.59406524	9.928039879	9.639413505	13.21593984
CLBA1	0	4.431859195	8.454132241	5.429462621
CLC	12.21633607	21.67894497	0	0
CLCC1	39.08662109	18.92876108	22.00307426	10.14544592
CLCN2	0	6.417516534	5.866553671	4.358692972
CLCN7	0	0	11.59216717	16.55727589
CLDN20	16.10124722	56.28796925	60.51361355	30.14102231
CLDN22	0	16.08227693	54.90236422	8.517637984
CLDN24	0	8.004753222	23.95102644	7.134862326
CLDN7	0	6.020591476	16.16841404	6.377357991
CLEC12A	2.063504823	55.20895374	57.38255355	39.00821519
CLEC1B	218.913005	32.44804876	21.92271607	18.81046247
CLEC2B	239.4612642	56.0843961	26.22485768	32.71704064
CLEC2D	8.583409079	9.695198002	8.853314123	7.268204137
CLEC9A	19.13093701	13.41642453	32.8875146	4.577883607
CLGN	92.93088218	13.25225076	14.73202759	12.0061262
CLIC1	0	0	6.461738868	15.60427557
CLIC3	0	79.78279294	273.7585783	183.7544979
CLIC5	13.06399226	13.27330613	20.84167528	6.764175961
CLINT1	0	7.970061897	1.084561456	12.06706011
CLIP3	0	6.526191057	9.088080352	7.387505468
CLK1	0	7.497952684	0	35.01228588
CLK3	1.922482144	21.15805765	64.27689269	42.2553305
CLMP	26.75716475	12.5097717	25.54390813	6.432359482
CLN3	0	7.616684996	46.81538687	14.35582712
CLN5	397.3854495	109.8357955	135.2745952	73.2928095
CLPX	27.0385976	12.0819375	8.501696985	5.621641069
CLSTN1	0	19.58114942	68.88289116	30.41021644
CLTA	94.89673071	43.14558961	49.28602861	44.61160384
CLTB	0	11.05055407	6.124066488	10.08502076
CLTC	58.84468455	14.77689556	20.87124814	10.29088555
CMC1	219.5587911	17.10837936	25.16253453	15.49304885
CMC1	58.24658839	23.01437708	24.37542883	14.00234287
CMC4	52.37488637	8.449433264	11.18708245	7.750610647
CMPK2	0	8.095208983	16.86631473	3.833597576
CMTM4	49.81208037	21.63241054	27.28425709	3.81904964
CMTM6	42.55473372	12.57029624	8.061197888	19.11996111
CMTM7	0	9.271451504	11.42636731	4.767257984
CMTR1	1.475777094	54.92074398	57.25191767	49.93630923
CNBP	0	0	0	22.69603505
CNIH1	31.93786629	3.761269586	6.072480783	3.352525671
CNMD	103.1633751	46.25468368	52.89970801	15.75234764
CNN2	0	14.97171842	0	20.34586547
CNN2	0	0	0	17.14920235
CNNM3	0	0	15.63805863	3.808893666
CNOT1	6.573657376	8.705709388	8.661289594	7.647727694
CNOT11	1703.862443	966.7796462	974.5429734	315.827954
CNOT3	0	2.987780834	10.50817233	9.093563684
CNOT7	31.34044944	4.983475294	5.034067618	5.738971146
CNOT9	0	6.588039556	10.68526283	5.674680569
CNP	0	15.80554682	48.40921401	31.26806914
CNPPD1	5.86537716	15.37155552	22.56542776	15.51025163
CNPY2	9.219379978	20.83101002	62.88450884	36.62800174
CNPY3	0	18.20329966	8.828745738	30.55239712
CNPY4	3.55650039	40.43486447	58.5632207	26.11157224
CNTD1	1676.907759	857.4665686	739.0634202	393.7201907
CNTNAP1	0	28.01279523	49.24307829	29.83006646
CNTRL	111.69499	40.01701611	39.4224659	27.57527872
COA1	223.1217754	93.22080414	133.3677597	66.18294873
COA3	0	0	15.03734615	0
COA5	144.0173221	30.83760248	58.35551324	26.0077967
COCH	245.9002028	38.63162003	46.57770007	29.77305934
COG1	213.8380864	222.8724992	375.9625849	177.8775315
COG5	44.3250103	14.78251699	18.44312489	18.31364197
COL10A1	572.5897752	122.6933481	138.2004939	86.35512852
COL17A1	0	9.664760389	20.45396262	12.65755564
COL4A4	29.48378627	9.252505907	12.68805734	6.568899826
COL9A2	0	12.94786076	45.90165927	23.60995644
COLCA2	24.68483894	0	15.19097298	0
COMMD6	0	0	0	11.28977022
COMMD9	0	10.43364416	13.57645575	4.761006428
COMT	10.49534965	9.901962714	10.54119688	12.44205889
COMTD1	0	0	16.86895754	6.130470087
COPA	1.043095887	25.75049349	30.72777295	16.01613887
